댓글,비방,차별,성적 수치심 유발,저주/협박,악성댓글
기집년이 작정하고 성인이라 속이는데 미성년자인지 어찌 암? 잘했다는건 아니지만 이렇게까지 방송에도 못나올만큼 평생 지탄받을 죽을죄도 아님.,1,1,0,0,1
우짜라고?!!기사양반그리도쓸기사가없나??와~~~대단혀~,1,0,0,0,1
개진상때문에 18을 몇번이나 했는지짜증지대로 드라마다 ㅠㅠㅠ,1,0,0,0,1
아가야... 이러지않아도 된단다...,0,0,0,0,0
꼬이고 꼬인 인간들 겁나 많네 ㅋㅋㄱ인생 불쌍,1,0,0,0,1
이번주 전체그림이~ 제일 불청다웠다,0,0,0,0,0
지금시간이얼마나지났노 그와관련된사람들 다 검사하고 했어야 ㅠㅠ 그러니 우리나라경찰은 돈있는것들에게는고개숙이고 돈없는것들에게는 큰소리 치니후진국,1,1,0,0,1
꼭 결혼까지해요세상에 이런여자있다니빈지노부럽다,0,0,0,0,0
얘 눈밑 애교살 수술한거지?,1,0,0,0,1
저 라면은 800원짜리가 아니야. 트러플만 5000어치 들어감,0,0,0,0,0
버닝썬에 비하면 약하네요,0,0,0,0,0
뭐야 아닌 것 처럼 이야기 하더닝,0,0,0,0,0
"서수연은방송한나오더니자기가연예인줄착각하니너무꼴볼견,그리고말상돼가지고",1,0,0,0,1
그래봐야 아줌마 아닌가요??ㅎㅎㅎ,1,0,0,0,1
이제사 사과하면 다 인가?SNS통한 비장과 디스로 맘의 상처 받은 그 피해자는 자퇴했다면서요.평생 사죄해야하는거에요.요새 인성이 쓰레기 같은 학생들 참 많네여,1,0,0,0,1
머리카락은 3~4년전 마약투입도 확인됀다하니 얘도 머지않았구나.,1,0,0,1,1
ㅋㅋㅋ 신부님 경찰 잡혀갔다고 목사님이랑 스님이 경찰서에서 막 기도함 완전 빵터짐!!!,0,0,0,0,0
해투 나와서는 절대 아니라더니 들키니까 2월초? 나이도 어린것들이 거짓말부터 ㅋㅋㅋ 너네 비호감으로 찍혔다 ㅋㅋㅋㅋ,1,0,0,0,1
이방송 음주운전하는거 대놓고 보여주네.. 장소영 술먹엇으면서 ㅋㅋ직접 차몰고 데려다주는거보소 ㅋㅋ,1,0,0,0,1
잘하고있네 진영씨ㅋㅋ,0,0,0,0,0
조달환저분 막 대스타급은 아니여도 저렇게 막짜를배우는아니지않나? 피디가 간이큰거야?,1,0,0,0,1
얼굴만 모자이크 의도 된 모자이크처리인듯...,0,0,0,0,0
확인 안된 사실을 이리 퍼뜨리는 이유가 뭘까??그게 궁금하다.무슨 지디한테 악감정이 있는지.,0,0,0,0,0
라디오스타보면서 아무렇지 않았는데..도대체 이시언이뭘잘못한거지?,0,0,0,0,0
아니 그럼 워너원도 재결합하잔 말 백퍼 나올것 같은데 민현이 이제 뉴이스트로 돌아갔는데ㅜㅜㅜㅜㅜ그리구 청하두 솔로로 잘하구 있구만 갑자기 왜 합친데ㅓㅜㅜ,0,0,0,0,0
그러길래 할 땐 각서 받고 녹음해놓고 필요하면공증 받아놓고 난 후 했어야지...자나깨나 여자조심,1,1,0,0,1
박봄년아 승리오빠한테 암페타민 주지마....오빠는 물뽕만 드셔,1,0,0,0,1
마약을 햇냐 안했냐가 중요한게 아니지,0,0,0,0,0
철저하게 자기관리한 모습 좋아보인다 안해본 사람은 모르겠지만 자기만족 자존감 쩐다,0,0,0,0,0
중졸에 수구 좌파임 ᆢ 3년뒤 티브에서 얼굴 안보일껄로 예상됨,1,0,0,0,1
박상원 차화연 다야 할머니 최고,0,0,0,0,0
순위가 바뀐것같다.....,0,0,0,0,0
승리가 뭐얼마나 대단한인물이였는데 ㅋㅋ 참 승리같은놈도 나대다가 골로가네 빅뱅시절 돈좀벌었어?? 키도 작고 얼굴도 참 분수를 알아라 니주제가 그거다,1,0,0,0,1
추잡하네. 내 아이면 책임이란 말로 여자를 저급하고 아무한테나 몸 대주는 여자 만들어서 물타기 하는 것 보소ㅋㅋㅋ 서울대는 폼으로 들어갔나 배운 놈이 이러네 아휴ㅉㅉㅉ,1,0,0,0,1
ㅋㅋㅋ방구석 페미돼지들이 ㅂㄷㅂㄷ거리는거 꼴보기 싫네,1,1,0,0,1
진짜 제대로 미쳣네 와 양심에 안찔리세요!?!? 그렇게 댕댕한 강다니엘오빠한테 해준것도없으면서 이제 잘되니까 그러냐!!!!!!!!!!!! 이글 내려요 찐너블한테 쌍욕먹기싫으명!!!,1,0,0,1,1
쪽대본 날리면서 돈독 오른 작가 녀언 통장만 불리냐? 그지같은 스토리 막장극으로,1,0,0,0,1
주결경 완벽하지 얼굴 이쁘고 머리 좋고,0,0,0,0,0
아니 승리는 마약 안한거 안다고~ 근데 성접대의혹이랑 모든 문제되는 부분의 대한 내부수사를강력하게 해달라는거지..,0,0,0,0,0
김정훈씨 안타깝네요 너무 팬인데 착하고 순수하고 다정다감 할것 같고 정말 좋아했는데 ..ㅠ아니길 바래봅니다,0,0,0,0,0
누가 이시언 건드냐 확그냥 혼날라고,0,0,0,1,1
내가 남자 맘을 좀 알쥐...,0,0,0,0,0
고구마드라마는 폭망해야되‥어거보면암걸림 ‥,1,0,0,0,1
말을 참 햇갈리게 말하네 송윤형 뭐냐? ㅠㅠ,1,0,0,0,1
단독이란말 제발 그만써..,0,0,0,0,0
방송은 개잼인데 붐레기는 별로. 붐레기는 잠잠하다 엄청 불려나와서 이제 자리잡았네 개짜증,1,0,0,0,1
예쁨♡ 잘다녀오세여..,0,0,0,0,0
모모랜드 가뜩이나 인기도 별로 없는데 저게 다 말아쳐 먹네ㅉㅉ,1,0,0,0,1
오센이네 쉴드쳐줘야지 ㅋ,0,0,0,0,0
외상이 커플좀 하차해라 좀,1,0,0,0,1
자신이 겪었던 실패와 아픔을 다른사람들은 겪게하고싶지 않아서 노하우까지 먼저제공해주고 손내밀어주는 저 인성이 백종원을 더 빛나게한다,0,0,0,0,0
넘굵고 짧은 진주목걸이가 안이뻐요,0,0,0,0,0
생쏘를 하네~~이 성미 애비의 실체를 알면여러분은 기절 초풍 할검니다.그런 알짜배기는 왜 소개를안할까~~찔리나 성미야~~,1,0,0,0,1
예수님을 믿는 당신은 행복하신거 같네요. 상처가 남을 싸매주게 되었으니... 이성미씨 인생을 보며 희망을 갖는 분들이 많아지길 바라네요,0,0,0,0,0
"지금 임신하고있는 마음이 어떨까 싶네요.참 안타깝네요...아기도 엄마도.....근데 분노보다는, 보증금보다는, 여자로써 사랑한사람에 대한 미련이 남아서 이러는것같아 보이기도하네요~~더 안쓰럽ㅜㅜ",0,0,0,0,0
너무 연기잘해서 엄청 미웠었는데...하는 연기마다 잘 되시길요^^,0,0,0,0,0
손톱을 이그러뜨려 빼고 여자 그곳을 인두질하며 실실 쪼개던 그 악마들을 잊어선 안된다언제든 그런 역사가 반복 될수 있다좋은것은 배우되 뼈속까지 사무친 그 한을 잊어선 안된다특히 이도류니 머니 그 족속의 핏덩어릴 갓타니갓타니 하며 찬양하는건 아니라 본다,1,0,0,0,1
다좋은데 저 세금도둑 인순이 좀안나오면 안되나~~~,1,0,0,0,1
약쟁이가 티비에 나온다고?,1,0,0,0,1
최진혁씨...액션씬 너무 잘봤고 고생했어요.구가의서때부터 팬이었어요. 연장은 안했으면 더 좋았을건데 안나오신다니 아쉽네요.얼굴이 많이 상했더군요 몸조리 잘하시구요 다음에 더 좋은 작품으로 뵙기를 진심으로 바랍니다*,0,0,0,0,0
첫방 시청률 뭐지 ㄷㄷㄷ,0,0,0,0,0
"누명도 벗겨주고, 간이식도 해줬으면 좋겠어요......",0,0,0,0,0
민폐캐릭터 도란이 아버지. 참 안좋다. 역할이! 그리고 다야역할 여배우 연기 잘하네.,0,0,0,0,0
짝짝짝.. 황미나의 얼굴팔이 예능대뷔끝.,1,0,0,0,1
축하합니다 ㅎㅎ 드라마에선 참 미웠던 장면도 많은데 배우님 덕분에 더 좋은 드라마였다고 생각 합니다. 덧붙여 기사 제목 -비연예인- 표현도 좋네요. 기자님.,0,0,0,0,0
부모 잘못을 자식한테 묻는게 문제가 있지만 마닷도 대응에 문제가 있었던검 사실. 티아라랑 비슷한 상황이라고 봄,0,0,0,0,0
진심 더럽게 재미없음...,1,0,0,0,1
김진아씨도 계속 사귀기도 헤어지기도 사람들 시선 때문에 힘들겠다,0,0,0,0,0
냅둬 얘내들은 이게 자랑이라고 생각하고 이런기사뜨면 더뺄려고 할꺼다ㅋ,1,0,0,0,1
여동생 달래 암유발,1,0,0,0,1
배아프냐????ㅋㅋㅋㅋㅋ뭔 악플들이 이렇게낞냐 풉 ㅋㅋㅋㅋㅋ허접한 쓰레기들아 ㅋㅋㅋㅋㅋ,1,0,0,0,1
근데 되게 짜증나는게 왜 성형하고 안하고에 집착을 해?? 까놓고 못생겼으면 못생겼다고 욕할거면서ㅡ 막상 예쁘고 잘생기게 고치면 왜고쳤냐고 ㅈㄹ하고 ......,1,0,0,0,1
형님 결혼생활 꽃길 걸으세요~~,0,0,0,0,0
공연관람 무개념 사과나 똑바로 하길,0,0,0,0,0
남녀관계 문제는 남자말을 들어봐야함 이런사건90프로 이상이 남자말이 맞음 한국여자들은 개념이 없고 이성적인 판단을 못함 90프로가 그래,1,1,0,0,1
SBS 그녀로 말할것 같으면....이랑 설정이 너무 유사하지읺나요;; 이 드라마 끝난지 몇달 되지도 않았는데...,0,0,0,0,0
기억 나지 않는다라.... 묘하게 인정이네,0,0,0,0,0
어휴 여자들 또 얼굴이 바뀌었느니 예전이 훨 낫다니 질투시작하네 ㅋㅋㅋ 남자들은 다 존예라는 말뿐인데 ㅉㅉ,1,1,0,0,1
종민이 쟈는 방송에서 장가보내줄려고 여기저기서 짝 만들어주는데도 줏어먹질 못하네...저것도 복인가??,1,0,0,0,1
"수시에 재외국민 전형 폐지해주세요.아는 애 수능 4등급이고,집 잘 살아서 외국 살다 온 경험으로 연세대 붙었어요.너무 불공정합니다.저같은 없는 집안 애들은 대학 가지 말라는 뜻인가요?정시는 너무 적게 뽑아요..학력고사 부활 돼었으면 좋겠어오",0,0,0,0,0
늘 응원합니다!!!!!,0,0,0,0,0
키작으면 다 작다는데....^^ 어휴 똥양남,1,1,1,0,1
기자 니 머하는거고 클릭만하믄 되는기가,1,0,0,0,1
와 나 고3 봄일 때 간거 기억나는데 이젠 내가 가네,0,0,0,0,0
ㅅㅂ 막장이면 재미라도 있던가스토리 전개는 ㅈ도 없으면서 막장이기만 해,1,0,0,0,1
ㅆ1팔 네가 기자냐? 술처먹고 썻냐,1,0,0,0,1
누구에요? 듣보잡이네,1,0,0,0,1
50대 아닌것같아요 40대 중후반 같아요,0,0,0,0,0
예전에 노홍철이랑 김용건대부님 나올때나 재미있었지. 이젠 자기네 친목질에 연애질에... 이제 제발 그만하자. 엠빙씨야.,1,0,0,0,1
삼가 고인의 명복을 빕니다..,0,0,0,0,0
작가 욕하는 삐리리들아 니들이 한번 해봐라ㅡㅡ 작가가 쉬운건줄 아냐? 하는거라곤 밥만먹고 축낼줄 밖에 모르는 벌어지같은것들이 남들 욕이나 하지,1,0,0,0,1
배정남씨 팬입니다~밸도 사랑으로 키우시고 존경합니다.,0,0,0,0,0
황사무엘 아닌가요?,0,0,0,0,0
연애의 맛 나온 여자들 환상에 빠져있네 너네들 그냥 일반인이다 연예인인줄 아나봐 어이없네,1,0,0,0,1
"한때 2년정도는 톱가수였지. 서울대 치대라 공부잘한 이미지도 있었지만, 노래가 좋았으니깐",0,0,0,0,0
뭔 우주대스타라고 ㅋㅋㅋㅋㅋ같이가든 말든 상관없고 관심도 없다,1,0,0,0,1
저렇게 먹으니까짜장면 먹기싫다~지저분해,1,0,0,0,1
이해가 안됨..얘가 왜 예능에 나오며 cf찍는지 모르겟네 빽인가????,1,0,0,0,1
OOOㄱ 진짜 일개 기획사하나가 나라를 아주 가지고노네 진짜이게 나라냐 제발 자존심이있으면 좀 탈탈 털고가자,1,0,0,0,1
1800만원 쏘시고 1800만 가즈아!,0,0,0,0,0
연애한사이라는데 남아이 내아이 찾는거야????피임약도 콘돔도 저렴한가격에 판다 이것들아,1,0,0,0,1
한국에 극좌(빨갱이)는 있어도 극우는 없다.일본 극우처럼 남의 땅을 지네 땅이라 우기고 인종차별을 해야 극우지.빨갱이 몰아내고 세운 자유대한민국에서 빨갱이 물러가라고 말하는 건 극우가 아니라 애국자다.개념들 똑바로 알고있길 바람.,1,1,0,0,1
김승현 아빠분 완전 하드캐리 이 방송 이끌고 있음 ㅋㅋㅋㅋㅋ,0,0,0,0,0
진짜 누가 이 보석을 2년을 넘게 썩힌거냐...,0,0,0,0,0
애를 길러보면 알겠지만...자신이 암걸리는것보다 자식이 기부스한게 더 마음이아픔...,0,0,0,0,0
이영자 돼지년 도란나 정우성은 건들지마라,1,1,0,0,1
동상이몽 나왔던 아줌마네,0,0,0,0,0
ㅋㅋㅋㅋㅋ 웃기다 진짜 오지랖 떠는사람 많데이~ 저사람들은 연예인이기전에 사람이고 이성을 사귀는일은 자연스럽게 일어날수있는일인데 잘못됫다 뭐라 욕하는사람들 니넨 남자 여자 안사겨봣냥 부러우면 지는거야 예쁜말만해주자 >< 오래가용 이커플 찬성,1,0,0,0,1
최고의 남자그룹은 빅뱅이며 빅뱅 완전체로 활동 빨리 했으면 좋겠다빅뱅 브이아이피 모두 화이팅,0,0,0,0,0
이사람도 팬이라 찍어줬다고 할듯,0,0,0,0,0
아니 중절 요구한것도 죄냐? 어처구니가 없는 미l치년들 많네.. 그럼 임신하면 무조건 낳아야 되는거냐! 그리고 그걸 또 왜 남자탓이야? 진짜 우리나라 년들 너무너무 싫다,1,1,0,0,1
철이없긴하다 남들이 다 욕해도 전 연인인데 공개적으로 글적으면서 그러고싶나생각이 짧은건지 무지한건지 ㅎㅎㅎㅎㅎ난 니가 더 시름,1,0,0,0,1
쉴드칠걸쳐라 이눔은 욕먹어도 싸다,1,0,0,0,1
김종민 밥먹는모습 왜케보기싫지,1,0,0,0,1
미투 빚투 이젠 낙투냐?,1,0,0,0,1
전 결말 맘에 들어요 이혁이랑 잘 되는 것도 좀.. 죽은 게 더 애틋하고 아련하달까 어쨌든 나왕식이랑은 안 돼서 더욱 맘에 들었어요 스토리상 이게 최선인 것 같은데...,0,0,0,0,0
친 yg sbs가 이런기사 낸거보면 뭔가 뒤에서 구린거 하거나 까발려진거일수도 ㅋㅋㅋ 잘알아보자,1,0,0,0,1
힘내세요~~소중한 사람들이 곁에있으니~~꼭 이겨내세요~~,0,0,0,0,0
은우는 장단점 얘기잘하던디 ..,0,0,0,0,0
김정훈이 불쌍하다고 하는 사람들은 다 똑같은부류의 남자들이다진짜.책임감이라고는 눈꼽만큼도 없는 상종못할 인간들이네. 낙태종용 한 것 자체가 정신이 건강한 바르게 자란 사람한테 나올 행동이냐,1,0,0,0,1
짜장들 관심없다 노이즈 언플 하지마라,1,1,0,0,1
조선시대였음 손모가지 쳤을텐데...벌 달게 받겠다고?ㅋㅋ,1,0,0,1,1
하 .. 오늘따라 박정희 전 각하가 보고싶습니다..,0,0,0,0,0
참~~가지가지 한다.씨부레,1,0,0,0,1
이장우 멋있어 장인어른 누명 벗겨줄 듯,0,0,0,0,0
노래는 제발 신지가 하자!!!!,0,0,0,0,0
힘내요. 물론 승리도 일부 책임은 있겠으나. 모든걸 승리에게로 쏟는건 잘못된거에요,0,0,0,0,0
클럽 가는 남자가 좋다니 ㅋㅋ 방탕한 남자가 좋다는거구먼,1,1,0,0,1
그짓거리할려면 연예인때려치고해라. 팬들이 호구로 보이냐!?,1,0,0,0,1
정말 오늘 내용은 최악이다.임산부 성폭행이라니.....ㅡㅡ,0,0,0,0,0
막장막장 하는데그러니 드라마지지극히 현실적이고 큰 다이나믹없음 지루해서 어찌보나?주말 하루 머리식히러 보는데 눈물도 뽑아내고 예상은 좀 되더라도 사실 잼있자나 ㅋㅋ드라마는 드라마로 봅시다 ㅎ^^,0,0,0,0,0
유준상ᆞ신동미 연기 리얼 너무 슬퍼서 목이메어 엉엉 착한사람들 행복하게 해주세요,0,0,0,0,0
yg약국 출신 끼리끼리..더러운 사건에 얽힌...이시기에 조용히 자숙이나 할것이지 드라마는 또 뭐냐? 양심도 없네,1,0,0,0,1
그와중에 붕어빵집ㅎㅎ먹고싶다,0,0,0,0,0
종민이가 확신을 안주니까 깨진거지 속얘기할때 무응답 거기서 끝난거지,0,0,0,0,0
프로그램 중간에 우루사광고 하면 대박나겠네,0,0,0,0,0
"진짜 요즘 같이 페미,메갈들이 깽판치는 시대를 저격하고 나온 아이돌이네 근데 페미,메갈들아 화사가 저렇게 먹는다고 너희도 따라먹지마라 ㅋㅋ쟨 관리하고 먹는거 알지? 느그처럼 하루종일 집에서 처뒹굴지 않아 ㅎㅎ",1,1,0,0,1
솔직히 물들어왔을때 노를 젓어야 하는데 한물간듯 이리 저리 이미지 낭비만한 시간,1,0,0,0,1
진정커플의 역전의 맛. ㅋㅋㅋ . 오구커플은 방송 외에도 자주 만나는 것 같아서 잘될 것 같아요. 이렇게 입맛을 돋우게 하고는 끝나니 많이 아쉽네요. 편성표보니 수요일 예능 없던데 그쪽으로 이동 시켜서라도 계속 방송하지. 너무 아쉽네요.,0,0,0,0,0
백정놈 니 뇌에서 걸레 썩는 냄새 난다 인격살인마! 꼴에 간댕이가 부었어 머리도 나쁜 놈이 방송 몇 번 타더니 본색 드러나네,1,1,0,0,1
눈물없이ᆢ들을수 없는 이야기라 하셔서ᆢ안봄ᆢ울기시러요 ㅋㅋ 추 항상 응원합니다 해외야구 좋아하는 여자인데 ᆢ 요즘은 ᆢ 믿을사람이 추 뿐입니다 올해도 홧팅해주세요,0,0,0,0,0
그래도 어른신들모습보고 맘이 짠해집니다.너무 쓴 독설은 하지말아주세요~~~상처받으실까걱정되요저도같이 울었어요~~,0,0,0,0,0
이승기 나올때 된다 했더니 쥐새키가 디드어 나오네요 아주 생 양아치들 집합소,1,0,0,0,1
클럽에서 부비할순있는데 결혼한사람이 클럽가는건 좀 그렇다,0,0,0,0,0
엄청난 것을 숨기고 있다고 본다.,0,0,0,0,0
전현무박나래한혜진3얼성훈 이레파토리로 쭉가고 가끔 게스트섭외하면서 양념쳐주면 10프로 이상 유지계속 가능할듯.,0,0,0,0,0
에휴 쪽대본일 때부터 알아봤다 그저께까지도 촬영하고 있더만ㅋㅋ 캐붕도 너무 심하고 참 응답하라에서도 생각했지만 너무 역량 부족인듯,1,0,0,0,1
장난허냐! ㅆ바 느그들은 장난 장난,1,0,0,0,1
솔직히 재미는 없더라,1,0,0,0,1
박서준하고 워너원 황민현 닮았다,0,0,0,0,0
예쁜 이보영님이 참으세요. 악성댓글 강경대응하겠다고 하니깐 또 그런다고 사람들이 악성댓글 달고 있네요. 그냥 예쁜 이보영님이 참으세요... 잘생긴 남편이랑 행복하시고요,0,0,0,0,0
아이 다섯 낳고 싶은 욕심에 자신을 미처 생각하지 못했다니.. 참 안타깝네요. 난 홀몸이어도 아프면 앞이 깜깜해지는데 아이가 넷이니 얼마나 하늘이 무너지는 것 같았을지.. 여행 잘 다녀왔으면 좋겠어요 정말.,0,0,0,0,0
